zip_code,num_restaurants,num_reviews,num_reviews_per_restaurant,avg_total_reviews,avg_restaurant_rating,most_common_cat,num_most_common_cat,2nd_most_common_cat,num_2nd_most_common_cat,3rd_most_common_cat,num_3rd_most_common_cat,avg price per res. real estate sale (NYCData),avg price per res. real estate sale [improved] (NYCData),Mean income,Percentage Employed,Total Population,Total 16 to 19 years,Total 20 to 24 years,Total 25 to 44 years,Total 45 to 54 years,Total 55 to 64 years,Total 65 to 74 years,Total 75 years and over,Total Male,Total Female,Total High school graduate,Total Less than high school graduate,Total Some college or associate's degree,Total Bachelor's degree or higher,Average inspection violations,pop_per_restaurant,num_reviews_per_capita,pop_peravg_bizreview,dollarsPerViolation,percent_most_common,percent_with_bachelor_plus,Neighborhood,Borough,Zillow Home Value Index (USD),Median Single Family Home Value (USD),Percent Homes Decreasing(%),Percent Listing Price Reduction(%),Median List Price Per Sq Ft(USD),Median List Price (USD),Median Sale Price (USD),Property Tax (USD),Turnover (Sold Within Last Yr.) (%),Median Value Per Sq Ft (USD),1-Yr. Change (USD),BuiltYear<1900 (%),BuiltYear>2000 (%),BuiltYear1900-1919 (%),BuiltYear1920-1939 (%),BuiltYear1940-1959 (%),BuiltYear1960-1979 (%),BuiltYear1980-1999 (%),HomeSize<1000sqft (%),HomeSize>3600sqft (%),HomeSize1000-1400sqft (%),HomeSize1400-1800sqft (%),HomeSize1800-2400sqft (%),HomeSize2400-3600sqft (%),average_year_built_per_zip,average_home_size_per_zip,sale_price_vs_year_built,list_price_vs_sale_price,homesize_val_per_sqft_vs_list_price,zillow_index_vs_median_list_price,median_list_sqft_vs_median_val_sqft
11235,119,4998,42,3.7,3.8,Russian,25,Pizza,12,Japanese,12,523710,470995,76282,51.3,61636,2791,4303,18207,11379,10284,6405,8267,20840,23333,9154,3572,8574,18570,11.9,518,0.08,1468,6389,21%,30%,Southern Brooklyn,Brooklyn,587000,626900,0.378,0.21,464,429000,263600,1733,0.071,445,0.009,0,0,0,0,0,0,0,0.1218798956,0.0662140992,0.1746214099,0.1702349869,0.2644386423,0.1847519582, 	0.0, 1397.4934724700001, 0.0, 0.6144522144522144, 1.4496144411402099, 1.3682983682983683, 1.0426966292134832
11236,34,240,7.1,3.6,3.7,Restaurants,8,Caribbean,8,Chinese,4,365693,205379,74263,59.8,77225,6518,7649,26350,15609,11945,5375,3779,26880,34673,16090,6224,17270,14320,10.8,2271,0,10877,6904,24%,19%,Canarsie and Flatlands,Brooklyn,359200,375100,0.431,0.158,294,379000,24000,2991,0.024,301,-0.004,0.0029063431,0.0208530117,0.0236866962,0.2203008065,0.2474024559,0.4623265276,0.022524159,0.0653490152,0.0285336488,0.1448256664,0.2234671863,0.2737142459,0.2620920036, 	1955.662282933, 1274.20836503, 12.272057506782847, 0.0633245382585752, 1.011970231857599, 0.9477572559366755, 0.9767441860465116
11237,97,4926,50.8,4,4,Mexican,17,Breakfast & Brunch,9,Sandwiches,8,568157,201011,54144,57.3,41649,3384,6078,19586,5525,3868,1964,1244,18680,16377,5914,14061,4247,4757,11.9,429,0.12,820,4559,18%,11%,Bushwick and Williamsburg,Brooklyn,0,0,0,0.053,605,749000,404600,958,0.113,618,0,0.0488454707,0.0772646536,0.343250444,0.4555950266,0.039964476,0.0053285968,0.0297513321,0.0663829787,0.290212766,0.0591489362,0.0510638298,0.0961702128,0.430212766, 	1929.387210976, 1465.7872343000001, 209.70388820776364, 0.5401869158878505, 1.2094212427201603, 0.0, 0.9789644012944984
11238,110,14163,128.8,3.8,3.8,American (New),19,Mexican,14,Breakfast & Brunch,11,753874,537757,93028,66.8,44420,1563,4513,21952,5939,5384,2786,2283,17428,20360,4323,2522,6337,20093,12.1,404,0.32,345,7716,17%,45%,Central Brooklyn,Brooklyn,786600,1840000,0.083,0.135,0,715000,690200,1519,0.09,793,0.238,0,0,0,0,0,0,0,0.1726829268,0.167804878,0.1180487805,0.0604878049,0.1225365854,0.3289756098, 	0.0, 1272.54634138, 0.0, 0.9653146853146853, 1.4113695786214546, 1.1001398601398602, 0.0
11239,6,194,32.3,2.8,2.6,Burgers,1,Sports Bars,1,Caribbean,1,372719,289723,50777,39.3,10617,633,1125,2895,1592,1082,1382,1908,1907,4787,1546,711,1984,1328,13.9,1770,0.02,329,3643,17%,13%,Canarsie and Flatlands,Brooklyn,0,0,0,0.273,0,342000,0,950,0.08,0,0,0,0.6083550914,0,0,0,0,0.3890339426,0,0,,0.2708333333,0.3489583333,0.3697916667, 	1990.887728574, 1659.89583331, 0.0, 0.0, 0.0, 0.0, 0.0
11354,141,12877,91.3,3.7,3.8,Chinese,50,Korean,40,Taiwanese,13,526039,510054,67889,55,48361,2365,3144,16863,8360,7702,4762,5165,17458,18611,9778,5575,7222,10350,13.3,343,0.27,530,5122,35%,21%,North Queens,Queens,570700,725100,0.168,0.18,517,275000,219300,2689,0.061,399,0.165,0,0,0,0,0,0,0,0.2649514398,0.0557164764,0.1465326291,0.1414210257,0.1894700971,0.1882773897, 	0.0, 1265.53075479, 0.0, 0.7974545454545454, 1.8361700769498543, 2.0752727272727274, 1.2957393483709274
11355,143,6180,43.2,3.7,3.8,Chinese,68,Korean,16,Food Stands,7,471032,426560,63336,55.9,71330,3701,6370,25427,14338,9711,5926,5857,27836,28010,12934,12338,9746,14458,13.7,499,0.09,1651,4607,48%,20%,North Queens,Queens,573900,653700,0.195,0.099,516,379000,305000,2487,0.057,471,0.078,0,0.1361302442,0.0484658735,0.2477144646,0.3109580463,0.1670632436,0.0892924233,0.2332537246,0.0360514045,0.1695667008,0.190606164,0.1741157739,0.1837825543, 	1956.0939260069997, 1237.13180935, 155.92298301472695, 0.8047493403693932, 1.5374382116196568, 1.5142480211081795, 1.0955414012738853
11356,35,882,25.2,3.6,3.6,Pizza,6,Chinese,4,Delis,4,554452,395517,77064,60.7,18260,1282,1499,7055,3071,2682,1329,1342,7225,7082,3765,2312,3271,3460,10.9,522,0.05,725,7066,17%,19%,North Queens,Queens,534500,560100,0.16,0.333,442,558000,480000,3393,0.045,424,0.111,0,0.1276240458,0.1071087786,0.3874045802,0.161259542,0.1395515267,0.0765744275,0.0800533689,0.0320213476,0.1387591728,0.2185901712,0.2899710918,0.2370469202, 	1949.272423736, 1320.5247943200002, 246.24572438162645, 0.8602150537634409, 1.003409521132043, 0.9578853046594982, 1.0424528301886793
11357,38,1503,39.6,3.8,3.7,Italian,15,Pizza,7,Delis,4,498795,578698,97365,55.1,33337,1663,2185,9754,6527,5089,3776,4343,11312,12243,5070,1816,5898,8586,11.4,877,0.05,842,8515,39%,26%,North Queens,Queens,715200,716600,0.183,0.333,526,560000,564300,5259,0.044,436,0.054,0,0.0446056984,0.0175008003,0.2420232633,0.4654786042,0.1887738769,0.0415110447,0.0371940235,0.0443997033,0.2792200911,0.2124615874,0.2286743669,0.1915863092, 	1951.9176181779999, 1352.25177503, 289.10031588666163, 1.0076785714285714, 1.0528245962733571, 1.2771428571428571, 1.2064220183486238
11358,103,3867,37.5,3.6,3.7,Korean,42,Japanese,13,Pizza,10,597814,476958,87032,57.3,32883,1654,2492,11624,6389,5140,2964,2620,12593,13052,5210,2906,5579,9458,12,319,0.12,877,7242,41%,29%,North Queens,Queens,678600,684400,0.088,0.262,463,788000,748900,4915,0.037,479,0.079,0.0018326206,0.0321319487,0.0204031765,0.4447159438,0.386927306,0.0901649359,0.0238240684,0.0431179438,0.0294258948,0.1982944992,0.296540956,0.25822724,0.1704299784, 	1944.542455522, 1403.74729772, 385.12915872487986, 0.9503807106598985, 0.8532930908729441, 0.8611675126903553, 0.9665970772442589
11360,18,805,44.7,3.2,3.3,Burgers,3,Steakhouses,3,American (Traditional),3,457892,546649,99635,53.6,17877,899,1111,4771,3152,3154,1978,2812,5914,6274,2048,509,2590,5930,11.1,993,0.05,400,8955,17%,33%,North Queens,Queens,641600,831800,0.429,0.346,566,332000,328200,3899,0.059,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 	0.0, 0.0, 0.0, 0.9885542168674699, 0.0, 1.9325301204819276, 1.3412322274881516
11361,103,6446,62.6,3.6,3.5,Korean,22,Pizza,11,Chinese,11,535289,481871,91829,58.9,24241,1396,1589,8316,4996,3579,2229,2136,8780,9700,3527,1575,4123,7666,10.7,235,0.27,387,8574,21%,32%,Northeast Queens,Queens,657200,664500,0.139,0.324,515,635000,597900,4709,0.038,498,0.045,0,0.0372393247,0.025653757,0.3694141013,0.3849718636,0.1342270771,0.0483283681,0.050166113,0.0244186047,0.2950166113,0.2089700997,0.2323920266,0.1842192691, 	1947.7424692050001, 1314.46843886, 306.97076715898777, 0.9415748031496063, 1.030874460712252, 1.03496062992126, 1.034136546184739
11362,54,1961,36.3,3.6,3.5,Japanese,8,Chinese,6,Italian,6,439315,625327,102857,58.2,15402,941,728,4245,3264,2644,1815,1765,5245,5636,1576,749,2227,5601,12,285,0.13,424,8567,15%,36%,Northeast Queens,Queens,768400,797900,0.224,0.274,505,368000,572300,5670,0.042,479,0.061,0,0,0,0,0,0,0,0.0689213426,0.0494491417,0.2846528312,0.1865231873,0.2439149372,0.1606456572, 	0.0, 1399.1801179600002, 0.0, 1.5551630434782608, 1.8212154252794568, 2.0880434782608694, 1.0542797494780793
11363,8,267,33.4,3.7,3.9,Italian,3,Delis,2,Barbeque,1,1382042,733276,137070,63.1,6025,328,463,1713,1303,1052,623,543,2376,2155,503,177,849,2539,12.8,753,0.04,180,10703,38%,42%,Northeast Queens,Queens,853700,862400,0.449,0.454,518,785000,0,5999,0.037,481,-0.02,0,0.034607438,0.0237603306,0.5242768595,0.2091942149,0.1787190083,0.0294421488,0.0642154324,0.08751942,0.196271362,0.1563956499,0.2703262558,0.2206110823, 	1945.046487799, 1432.72915582, 0.0, 0.0, 0.8778888203177325, 1.087515923566879, 1.0769230769230769
11364,31,1434,46.3,3.6,3.6,Chinese,6,Italian,5,Pizza,5,417441,547350,84975,57.7,28854,1344,1657,9465,5867,4968,2844,2709,10471,11486,4292,1329,5209,9470,12.2,931,0.05,623,6952,19%,33%,Northeast Queens,Queens,701500,712000,0.166,0.226,512,219000,259300,5124,0.047,344,0.043,0,0,0,0,0,0,0,0.0607907486,0.0100015627,0.3455227379,0.2248788873,0.2037818409,0.1517424598, 	0.0, 1299.1717453699998, 0.0, 1.1840182648401827, 2.040708129713607, 3.2031963470319633, 1.4883720930232558
11365,27,1322,49,3.4,3.2,Chinese,9,Pizza,4,Burgers,3,536249,472900,74094,54.2,33467,1904,2623,10982,6614,5088,3184,3072,11958,13349,4571,2638,6447,9028,11.3,1240,0.04,683,6539,33%,27%,Central Queens,Queens,662200,681600,0.124,0.169,489,650000,551300,4742,0.042,424,0.093,0,0.043956044,0.0016558784,0.1047719404,0.7114255607,0.0836971248,0.0544934518,0.102661597,0.0301257678,0.256069026,0.2658672126,0.2022521205,0.1402456859, 	1953.889809019, 1368.5141854899998, 282.15511307507876, 0.8481538461538461, 0.892692330227323, 1.0187692307692309, 1.153301886792453
11366,42,1155,27.5,3.5,3.5,Chinese,9,Kosher,8,Pizza,6,567677,505017,96576,55,11191,748,1113,3075,2100,2046,1151,958,4036,4298,1346,708,1613,3554,11.2,266,0.1,407,8634,21%,32%,Central Queens,Queens,690500,692400,0.162,0.188,476,769000,650000,5027,0.037,498,0.055,0,0.0132956153,0,0.1782178218,0.7504950495,0.0446958982,0.0118811881,0.0259776536,0.006424581,0.3480446927,0.2902234637,0.2715083799,0.0567039106, 	1945.7114569720002, 1501.2849161499998, 334.06803340283454, 0.8452535760728218, 0.9722235217720415, 0.8979193758127438, 0.9558232931726908
11367,47,1320,28.1,3.5,3.4,Pizza,9,Kosher,8,Chinese,6,312345,431336,75968,54.5,30346,1703,2732,11144,5012,4410,2752,2593,11433,11865,4238,1936,5118,9274,11.5,646,0.04,1080,6598,19%,31%,Central Queens,Queens,565300,584900,0.125,0.179,443,199900,263500,4182,0.053,287,0.077,0,0.0108322802,0,0.0584943131,0.7459830294,0.168803033,0.0151651923,0,0,0,0,0,0, 	1951.9461997, 0.0, 134.9934747384421, 1.31815907953977, 0.0, 2.8279139569784895, 1.543554006968641
11368,76,2505,33,4.1,4,Latin American,24,Mexican,13,Pizza,8,489234,234394,58744,64.2,81574,5477,9349,38779,11880,8164,4299,3626,37777,30395,17659,22958,10969,7237,12.2,1073,0.03,2472,4802,32%,9%,West Queens,Queens,404100,514900,0.131,0.097,460,260000,230000,1151,0.058,409,0.087,0,0.1604301075,0.1717562724,0.4488888889,0.0368458781,0.1261648746,0.0551971326,0.0897292771,0.1278258443,0.0728439855,0.1152665364,0.233463578,0.3551493162, 	1945.506809992, 1312.01507122, 118.22112306096002, 0.8846153846153846, 2.063900631265308, 1.5542307692307693, 1.1246943765281174
11369,21,533,25.4,3.2,3.3,Chinese,4,Burgers,3,Sandwiches,3,549043,273238,67540,61.6,31857,2200,3639,12856,5257,3909,2038,1958,13440,12221,7361,5531,4896,4234,11.4,1517,0.02,1254,5915,19%,13%,West Queens,Queens,508700,508700,0.108,0.146,398,419000,325000,3781,0.045,315,0.104,0,0.0394549522,0.0687411023,0.5078299776,0.3050640635,0.0557250356,0.0229814928,0.0148585386,0.0242214533,0.150620802,0.2525951557,0.3637288826,0.193364543, 	1940.70368119, 1450.78363546, 167.46502990127613, 0.7756563245823389, 1.0906845946775656, 1.2140811455847256, 1.2634920634920634
11371,2,30,15,3.6,4.3,Buffets,1,Pizza,1,n/a,n/a,?,?,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,?,?,?,?,50%,?,West Queens,Queens,517700,581600,0.21,0.184,434,389000,325000,2413,0.034,405,0.067,0,0.0231097714,0.0095453404,0.2891233358,0.3966340116,0.2614920874,0.0198442602,0.2093442952,0.0272709044,0.0814116703,0.2131542009,0.2197714057,0.2480449168, 	1950.5249936540001, 1207.78022881, 166.62180749151227, 0.8354755784061697, 1.2574575646993573, 1.330848329048843, 1.0716049382716049
11372,158,7387,46.8,3.7,3.8,Latin American,38,Indian,18,Mexican,16,429791,321859,63975,62.5,53076,2321,4570,21569,10209,7123,4133,3151,23224,20247,9202,9498,8606,11595,12.8,336,0.14,1134,5000,24%,22%,West Queens,Queens,483800,647500,0.117,0.136,447,238000,226700,2520,0.063,298,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0, 	0.0, 0.0, 0.0, 0.9525210084033613, 0.0, 2.0327731092436974, 1.5
11373,122,7288,59.7,3.7,3.7,Chinese,26,Thai,13,Mexican,11,534687,329027,62190,58.6,80723,4296,7666,34878,13537,9781,6517,4048,34627,31235,14718,16445,11739,15294,13,662,0.09,1352,4771,21%,19%,West Queens,Queens,437000,605100,0.229,0.156,458,265000,239000,2248,0.05,358,0.016,0,0.0717907659,0.081265012,0.346810782,0.2049639712,0.1832132373,0.1119562317,0.1706257982,0.0848020434,0.1090676884,0.151596424,0.1851851852,0.2841634738, 	1951.5452363839997, 1238.23754784, 122.46705612770776, 0.9018867924528302, 1.6727888382140377, 1.649056603773585, 1.2793296089385475
11374,60,3209,53.5,3.5,3.6,Chinese,10,American (Traditional),7,Russian,5,462536,431358,82140,59.4,35890,1255,2009,14257,5633,6032,3427,3277,13096,14835,4296,1398,6420,13808,11.8,598,0.09,671,6943,17%,38%,West Central Queens,Queens,587700,655000,0.208,0.198,489,279000,253600,3425,0.056,412,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0, 	0.0, 0.0, 0.0, 0.9089605734767026, 0.0, 2.106451612903226, 1.1868932038834952
11375,90,11095,123.3,3.6,3.6,American (New),12,American (Traditional),9,Italian,8,422070,715197,103767,59.9,59383,2116,2900,22296,9902,9149,5698,7322,20482,23765,5863,1633,8075,25776,11.7,660,0.19,482,8852,13%,43%,West Central Queens,Queens,755000,817800,0.235,0.217,565,285000,282400,4985,0.058,377,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0, 	0.0, 0.0, 0.0, 0.9908771929824561, 0.0, 2.6491228070175437, 1.4986737400530503
11377,44,5898,134,3.9,3.9,Filipino,7,Mexican,7,Thai,7,458674,313172,65127,61.2,73191,3653,6620,32629,11077,9493,5292,4427,30410,29409,12474,11744,12363,16618,12.3,1663,0.08,546,5304,16%,23%,West Queens,Queens,566200,582400,0.192,0.123,474,249000,226800,3525,0.061,400,0.046,0,0.0642228739,0.0775659824,0.381085044,0.2887096774,0.1347507331,0.0529325513,0.0712312836,0.0600377962,0.1139700538,0.2120947812,0.26079372,0.2744584969, 	1945.869501328, 1311.1498764, 116.55457873470729, 0.9108433734939759, 2.106264861686747, 2.273895582329317, 1.185
11378,14,755,53.9,4,4,Italian,4,Pizza,4,Burgers,2,469353,311319,72296,58.6,26329,1192,2041,9861,4528,4301,2168,2238,10168,10563,6162,2933,4971,4624,11.5,1881,0.03,488,6276,29%,18%,West Queens,Queens,532200,534100,0.112,0.174,456,525000,480000,3475,0.034,381,0.102,0.0051583321,0.0332425849,0.1326837656,0.4688350767,0.2534747098,0.0842527583,0.0223527726,0.044269341,0.0326647564,0.1895415473,0.26747851,0.2603151862,0.2047277937, 	1939.247743231, 1363.9398278200001, 247.51865854966383, 0.9142857142857143, 0.9898306179036572, 1.0137142857142858, 1.1968503937007875
11379,32,650,20.3,3.7,3.7,Pizza,7,Chinese,6,Delis,5,494825,365401,87982,56.7,30176,1587,1927,9837,5395,4892,3155,3383,10778,11273,6090,2001,5412,6621,11.7,943,0.02,1487,7491,22%,22%,West Central Queens,Queens,565400,570400,0.096,0.162,469,598000,569700,4144,0.028,403,0.056,0,0.0348363043,0.0321565886,0.3581498311,0.3918210416,0.1605499243,0.0220202726,0.0654734411,0.0252886836,0.224595843,0.273556582,0.2234411085,0.1856812933, 	1946.4755913139998, 1332.94457271, 292.6828379159971, 0.952675585284281, 0.898288733782826, 0.9454849498327759, 1.163771712158809
11385,65,3597,55.3,3.7,3.9,Italian,8,Pizza,7,American (Traditional),6,543753,262019,69057,57.8,79044,5286,7886,31683,13498,10551,5628,4512,31348,32270,19472,10397,14384,11479,11.8,1216,0.05,1429,5843,12%,15%,West Central Queens,Queens,475200,484200,0.172,0.212,393,507000,440300,3621,0.038,373,0.07,0.0037677123,0.0196576296,0.3013350807,0.5690883774,0.0717503481,0.0277664018,0.00663445,0.0299386701,0.0751291156,0.1269367334,0.1225790833,0.2508069722,0.3926726921, 	1928.142353807, 1175.5487412399998, 228.3545087480986, 0.8684418145956607, 0.8648514407939248, 0.9372781065088758, 1.0536193029490617
11411,20,62,3.1,3.2,3.4,Restaurants,4,Caribbean,4,Fast Food,3,300821,284382,88234,57.6,16565,1290,1393,4550,3202,2720,1893,1517,5748,6117,2723,865,3516,3368,13.6,828,0,5344,6512,20%,20%,Southeast Queens,Queens,375100,375100,0.348,0.172,297,399000,386000,3593,0.026,301,0.011,0,0,0,0.2127415343,0.7503348001,0.0338626363,0,0.0577769275,0,0.5205662904,0.277597092,0.1207193419,0.0221924622, 	1940.4534149049998, 1380.12244117, 198.92258017381863, 0.9674185463659147, 1.0411449994791229, 0.9401002506265664, 0.9867109634551495
11412,23,60,2.6,3.3,3.2,Caribbean,5,Restaurants,4,Indian,2,299276,240537,81575,59.6,29839,2279,3048,9471,6139,4042,2591,2269,10033,12667,5674,1982,7316,4680,11.2,1297,0,11477,7314,22%,16%,Jamaica,Queens,361000,361000,0.398,0.121,253,379900,379800,3132,0.032,243,0.004,0,0.0200215801,0.0125884187,0.661431483,0.2746673061,0.0208608081,0.0101906246,0.0295034781,0.0040777165,0.3201007436,0.3663948189,0.2031662269,0.0766370832, 	1937.6261839130002, 1441.18493655, 196.01304067485347, 0.9997367728349565, 0.9218424311177942, 0.9502500658067913, 1.0411522633744856
11413,28,221,7.9,3.5,3.7,Caribbean,8,Chinese,5,Fast Food,3,317517,251296,86603,60.9,31544,2131,2794,9966,6306,5078,2980,2289,10374,13770,5368,2575,7533,5874,11.4,1127,0.01,3993,7604,29%,19%,Southeast Queens,Queens,373800,373800,0.338,0.137,295,369000,350000,3431,0.025,285,0.024,0,0.0419330372,0.012894138,0.4260483259,0.3918084299,0.0854913858,0.0418246831,0.0655097614,0.0091106291,0.325813449,0.2728850325,0.2219088937,0.1045553145, 	1946.442734667, 1391.90889373, 179.8152053314214, 0.948509485094851, 1.0750515845882114, 1.0130081300813008, 1.0350877192982457
11414,41,1550,37.8,3.6,3.3,Italian,9,Pizza,7,Chinese,5,306633,361987,87326,54,23994,1131,1392,6946,3974,4120,3215,3216,7530,8902,4691,1937,4283,4129,11.9,585,0.06,635,7318,22%,17%,Southwest Queens,Queens,533600,571200,0.479,0.281,338,227000,195100,3693,0.037,275,-0.001,0,0.0283448625,0.0118103594,0.1542095495,0.2443057196,0.5260671503,0.034587481,0.1181863644,0.0256709452,0.1640273379,0.1220203367,0.3500583431,0.2142023671, 	1958.44946849, 1337.78963183, 99.61962416647167, 0.8594713656387665, 1.62067025882489, 2.3506607929515417, 1.229090909090909
11415,38,1425,37.5,3.5,3.4,Pizza,6,Chinese,5,Burgers,4,348969,425629,81325,61.7,16445,880,1350,6431,2435,2698,1532,1119,6445,6469,2001,904,3167,5492,11.9,433,0.09,439,6855,16%,33%,Southwest Queens,Queens,508900,791800,0.233,0.225,429,199000,212800,3652,0.052,259,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0, 	0.0, 0.0, 0.0, 1.0693467336683418, 0.0, 2.557286432160804, 1.6563706563706564
11416,34,262,7.7,3.4,3.4,Chinese,8,Pizza,5,Spanish,3,351574,194213,69911,56.1,19293,1763,2053,7499,3325,2421,1314,918,7125,8173,4319,2794,3403,2729,12.8,567,0.01,2506,5470,24%,14%,Southwest Queens,Queens,384200,389500,0.079,0.167,325,435000,0,3024,0.031,263,0.114,0,0.0458477509,0.2024221453,0.6052479815,0.0694925029,0.0559400231,0.0190311419,0.0308535179,0.026816609,0.1862745098,0.1955017301,0.3160322953,0.243656286, 	1930.034602161, 1327.3933103499999, 0.0, 0.0, 0.8025389439587356, 0.8832183908045977, 1.2357414448669202
11417,37,372,10.1,3.6,3.4,Pizza,11,Italian,5,Restaurants,5,365251,243403,77270,58.7,23769,1432,2480,9186,4649,3027,1726,1269,9588,9754,5963,3084,4409,3406,12.1,642,0.02,2353,6397,30%,14%,Southwest Queens,Queens,383200,387000,0.275,0.158,326,449000,335500,3196,0.033,292,0.023,0,0.0291370938,0.0345536048,0.6709002615,0.1449383638,0.0952558835,0.0237205827,0.0447161891,0.0144186895,0.3613798138,0.2069720752,0.2233984304,0.1480197116, 	1936.596936941, 1330.57127202, 173.24203792759653, 0.7472160356347439, 0.8653158383738084, 0.8534521158129176, 1.1164383561643836
11418,48,615,12.8,3.7,3.5,Delis,7,Indian,6,Chinese,6,369768,275329,70183,61,29093,1965,2731,11602,5310,4188,1818,1479,12258,11573,6170,4702,4694,5534,11.6,606,0.02,2273,6073,15%,19%,Southwest Queens,Queens,434200,435700,0.14,0.193,318,399000,280000,3375,0.044,348,0.109,0.0230706411,0.041445488,0.2895059208,0.5857492854,0.0387913434,0.0179665169,0.0034708044,0.0486952948,0.0478734333,0.1664269571,0.1982740908,0.3328539141,0.2019724676, 	1927.890975908, 1436.98376809, 145.23642856314805, 0.7017543859649122, 1.2533091511160903, 1.0882205513784462, 0.9137931034482759
11419,52,691,13.3,3.5,3.3,Caribbean,16,Restaurants,10,Indian,9,347986,238702,67136,57.7,39023,2815,4454,13720,7954,5989,2599,1492,15880,16237,10772,7127,4705,5059,12.7,750,0.02,2934,5266,31%,13%,Southwest Queens,Queens,382800,382800,0.156,0.298,310,425000,360000,3311,0.028,299,0.043,0,0.0288200885,0.1405335997,0.7655871023,0.038236553,0.0204023398,0.0059922956,0.0200678349,0.02133974,0.3600904466,0.2343131713,0.2327586207,0.1312888638, 	1930.3210158660002, 1392.69361237, 186.49747738382942, 0.8470588235294118, 0.9798009178791294, 0.9007058823529411, 1.0367892976588629
11420,50,818,16.4,3.4,3.3,Restaurants,9,Caribbean,7,Pizza,7,339479,250859,75587,59.5,38681,3153,4113,13651,7375,5442,3068,1879,14481,16100,8992,5574,6338,5564,12,774,0.02,2359,6314,18%,14%,Southwest Queens,Queens,380100,380400,0.276,0.241,323,409000,390000,3190,0.032,316,0.021,0,0.0283783784,0.0157657658,0.6956081081,0.1943693694,0.0476351351,0.0177927928,0.0921882035,0.0069788384,0.3892390815,0.2203962179,0.1842638451,0.1065961279, 	1937.6621622599998, 1323.98694289, 201.27347666484954, 0.9535452322738386, 1.0229336771472861, 0.9293398533007335, 1.0221518987341771
11421,43,284,6.6,3.5,3.4,Mexican,6,Pizza,6,Spanish,5,357479,237585,73247,59.2,32630,2514,3328,12836,6139,4245,2013,1555,13022,13526,6742,5065,5991,5422,11.1,759,0.01,4944,6580,14%,17%,Southwest Queens,Queens,385800,385500,0.11,0.162,303,399000,375100,3247,0.04,287,0.058,0.0021677505,0.0186760047,0.3104885776,0.6126396532,0.0325162581,0.0210105053,0.0025012506,0.0053156146,0.0172757475,0.3,0.2091362126,0.2953488372,0.1719269103, 	1926.6516591669997, 1382.3588038799999, 194.6900978260787, 0.9401002506265664, 0.9943282624399998, 0.9669172932330827, 1.0557491289198606
11422,33,528,16,3.2,3.5,Caribbean,5,American (Traditional),4,Chinese,4,333827,252958,88594,65.9,25337,1926,2378,8701,5128,4009,1907,1288,8507,11709,4018,1604,6339,5877,12.4,768,0.02,1584,7153,15%,23%,Southeast Queens,Queens,372700,373100,0.495,0.139,303,375000,360000,3509,0.023,278,0,0,0.0341334165,0.0120012469,0.2652743142,0.4323566085,0.2320760599,0.0236907731,0.0795241077,0.0161239825,0.3101127113,0.2327802129,0.2222917971,0.1380713838, 	1950.5985040320002, 1348.96681281, 184.55873889775836, 0.96, 1.00003406389648, 0.9938666666666667, 1.089928057553957
11423,19,197,10.4,3.8,3.1,Chinese,3,American (New),3,Pizza,3,404195,350666,78800,58.8,26034,2123,2183,8737,4871,3632,2503,1985,9442,9981,4735,3125,4731,4649,12,1370,0.01,2503,6586,16%,18%,Jamaica,Queens,422900,422800,0.376,0.149,311,415000,450000,3659,0.028,294,0.022,0,0.0317331164,0.0539056143,0.6251017087,0.2245728234,0.0516680228,0.0120016273,0.00976205,0.0412853366,0.2194427496,0.2802521863,0.2792353061,0.168395363, 	1936.458502777, 1456.51820217, 232.38298127983248, 1.0843373493975903, 1.0318466299710363, 1.0190361445783132, 1.0578231292517006
11426,26,432,16.6,3.4,3.6,Indian,7,Pizza,6,Halal,3,511644,386627,96004,60.6,14925,920,970,5005,3317,2403,1107,1203,5912,5783,2718,767,2900,4340,11.3,574,0.03,899,8532,27%,29%,Southeast Queens,Queens,496300,496600,0.154,0.226,377,445000,471200,3999,0.035,353,0.044,0,0.0079217148,0.0039608574,0.4095992544,0.5484622554,0.0272600186,0.0027958993,0.0945157526,0.0032672112,0.3409568261,0.3722287048,0.1402567095,0.0473745624, 	1942.702702505, 1405.5309218700002, 242.54869228956935, 1.058876404494382, 1.1149492481350787, 1.1152808988764045, 1.0679886685552409
11427,12,256,21.3,3.5,2.8,Diners,2,Burgers,2,Indian,2,380796,424398,87394,60.1,20228,1106,1879,6994,3965,3161,1779,1344,7675,8324,3719,1974,3498,4929,10.7,1686,0.01,950,8197,17%,24%,Southeast Queens,Queens,464600,464600,0.216,0.216,372,380000,407700,3937,0.036,368,-0.002,0,0.032540068,0.3649830015,0.5327829043,0.0621661,0.0070422535,0.008037019,0.0107160253,0.3200194837,0.3823672674,0.19386264,0.0823185582,0.0823185582, 	1941.5594763689999, 2104.67608372, 209.9858412591401, 1.0728947368421053, 2.0382126284446316, 1.2226315789473685, 1.0108695652173914
