Zip,Neighborhood,Borough,Zillow Home Value Index (USD),Median Single Family Home Value (USD),Percent Homes Decreasing(%),Percent Listing Price Reduction(%),Median List Price Per Sq Ft(USD),Median List Price (USD),Median Sale Price (USD),Property Tax (USD),Turnover (Sold Within Last Yr.) (%),Median Value Per Sq Ft (USD),1-Yr. Change (USD),BuiltYear<1900 (%),BuiltYear>2000 (%),BuiltYear1900-1919 (%),BuiltYear1920-1939 (%),BuiltYear1940-1959 (%),BuiltYear1960-1979 (%),BuiltYear1980-1999 (%),HomeSize<1000sqft (%),HomeSize>3600sqft (%),HomeSize1000-1400sqft (%),HomeSize1400-1800sqft (%),HomeSize1800-2400sqft (%)
11215,Northwest Brooklyn,Brooklyn,933000,1764100,0.142,0.153,877,859000,802900,1593,0.08,934,0.117,0.2474367738,0.1159717476,0.3849396218,0.2243107769,0.0133287765,0.0048986102,0.0091136933,0.1443510355,0.1813614927,0.0953454993,0.1073405782,0.1846421981
11216,Central Brooklyn,Brooklyn,735300,1013100,0.044,0.052,0,900000,0,1367,0.072,550,0.248,0.3616580311,0.0826943005,0.4020725389,0.1405181347,0.0095336788,0.061971831,0.2150905433,0.0217303823,0.0229376258,0.1416498994,0.5261569416,-1
11217,Northwest Brooklyn,Brooklyn,987200,2561900,0.17,0.167,892,1100000,975200,2260,0.075,1002,0.079,-1,-1,-1,-1,-1,-1,-1,0.1311985768,0.2283744719,0.1220813876,0.0602623972,0.1045141205
11218,Borough Park,Brooklyn,758200,886800,0.162,0.145,543,400000,445500,2509,0.066,486,0.137,0.1124738259,0.0676039485,0.276697577,0.4539335926,0.0349985043,0.0170505534,0.0372419982,0.0804745569,0.0879073756,0.1096340766,0.1373642081,0.2454259577
11219,Borough Park,Brooklyn,-1,828300,0,0.143,0,589000,452500,1893,0.04,500,-1,0.0200721154,0.1013221154,0.1855769231,0.4501201923,0.0408653846,0.0865384615,0.1155048077,0.0353719763,0.2665449566,0.079529895,0.0880876312,0.158261068
11220,Sunset Park,Brooklyn,633400,768700,0.069,0.113,539,369000,275000,1498,0.069,522,0.193,0.0790945753,0.0446207883,0.3985950306,0.4255236113,0.0343436972,0.0102770912,0.0075452062,0.0670383982,0.0904828285,0.0444810544,0.066024585,0.1879356229
11221,Bushwick and Williamsburg,Brooklyn,717800,772300,0.056,0.168,397,940000,0,1251,0.116,343,0.34,0.3054079826,0.1059801117,0.3133088135,0.1881215093,0.0020433183,0.0847296009,0.0139208001,0.1751588052,0.0152723341,0.0458170023,0.2132720638,0.5323692391
11222,Greenpoint,Brooklyn,842400,1208000,0.06,0.137,895,895000,700000,490,0.107,858,0.278,0.2134292566,0.1705302425,0.3309352518,0.2573940847,0.0063948841,0.0109245937,0.0103916867,0.1581709145,0.1581709145,0.0704647676,0.0932033983,0.1861569215
11223,Southern Brooklyn,Brooklyn,-1,-1,0,0.202,508,500000,651200,3495,0.042,447,-1,0.0043218769,0.0535089525,0.0668861906,0.7026137065,0.094772587,0.0667832887,0.0111133978,0.0296847904,0.1165969601,0.1403651943,0.1547485464,0.2497194736
11224,Southern Brooklyn,Brooklyn,446100,431900,0.45,0.215,384,449000,275300,2022,0.046,344,0.04,0.0445134576,0.0420979986,0.2194616977,0.0414078675,0.3305728088,0.320220842,0.2361382909,0.060665362,0.2596216569,0.1842791911,0.1382909328,0.1193737769
11225,Flatbush,Brooklyn,898400,1115900,0.081,0.107,476,1250000,375200,3528,0.055,530,0.138,0.0466396292,0.0666280417,0.4269988413,0.4443800695,0.0066628042,0.0031865585,0.0055040556,0.0522178551,0.1221224031,0.0597978664,0.1313868613,0.2209432903
11226,Flatbush,Brooklyn,625800,821700,0.085,0.109,446,529000,450600,3442,0.061,402,0.25,0.1201345507,0.0480538203,0.4036520903,0.4089380106,0.0088899568,0.0060067275,0.0043248438,0.0649233544,0.1212804328,0.0703336339,0.1061767358,0.1995040577
11228,Southwest Brooklyn,Brooklyn,749500,756600,0.078,0.235,485,689000,685000,4584,0.038,475,0.12,0.0161290323,0.0272258065,0.1086451613,0.6790967742,0.1187096774,0.0356129032,0.0145806452,0.0181403019,0.0761131549,0.1286312318,0.159203349,0.2956996067
11229,Southern Brooklyn,Brooklyn,567700,577900,0.258,0.236,394,240000,379300,3598,0.045,291,0.059,0.0475228391,0.0310084329,0.6459943781,0.2279515109,0.0328531272,0.0142304989,0.0829184549,0.0456652361,0.2069527897,0.2480686695,0.2549356223,0.1533905579
11230,Borough Park,Brooklyn,851800,930900,0.131,0.163,486,289000,322900,4555,0.05,363,0.173,0.0136,0.0404,0.2110666667,0.6464,0.0378666667,0.0324,0.0182666667,0.0459190273,0.1140861467,0.1014099082,0.1746216531,0.2132971155
11231,Northwest Brooklyn,Brooklyn,897400,2230300,0.118,0.175,891,1335800,865000,2028,0.061,1000,0.106,0.4259752847,0.104191907,0.192149261,0.2469105888,0.005088442,0.005088442,0.0205960746,0.1690317195,0.1375208681,0.1020450751,0.0648998331,0.1798831386
11232,Sunset Park,Brooklyn,572900,739300,0.166,0.205,605,400000,307200,383,0.08,466,0.29,0.087594697,0.1070075758,0.4971590909,0.2651515152,0.0175189394,0.0080492424,0.0175189394,0.1458707361,0.0830341113,0.0763016158,0.1288150808,0.2378815081
11233,Central Brooklyn,Brooklyn,-1,614800,0,0.102,412,549000,0,763,0.043,358,-1,0.3686547284,0.1447387894,0.3355039219,0.089388782,0.0603818263,0.0360255665,0.1236199884,0.0335560721,0.0753922138,0.2203660662,0.5052295177,-1
11234,Canarsie and Flatlands,Brooklyn,463500,469400,0.274,0.155,348,559000,464300,3758,0.029,379,0.037,0.0011759675,0.0251763951,0.0079645072,0.4715095146,0.197509087,0.2588197563,0.0378447723,0.0589439429,0.0346945203,0.2598677304,0.2161452866,0.2437539366
11235,Southern Brooklyn,Brooklyn,587000,626900,0.378,0.21,464,429000,263600,1733,0.071,445,0.009,-1,-1,-1,-1,-1,-1,-1,0.1218798956,0.0662140992,0.1746214099,0.1702349869,0.2644386423
11236,Canarsie and Flatlands,Brooklyn,359200,375100,0.431,0.158,294,379000,24000,2991,0.024,301,-0.004,0.0029063431,0.0208530117,0.0236866962,0.2203008065,0.2474024559,0.4623265276,0.022524159,0.0653490152,0.0285336488,0.1448256664,0.2234671863,0.2737142459
11237,Bushwick and Williamsburg,Brooklyn,-1,-1,0,0.053,605,749000,404600,958,0.113,618,-1,0.0488454707,0.0772646536,0.343250444,0.4555950266,0.039964476,0.0053285968,0.0297513321,0.0663829787,0.290212766,0.0591489362,0.0510638298,0.0961702128
11238,Central Brooklyn,Brooklyn,786600,1840000,0.083,0.135,0,715000,690200,1519,0.09,793,0.238,-1,-1,-1,-1,-1,-1,-1,0.1726829268,0.167804878,0.1180487805,0.0604878049,0.1225365854
11239,Canarsie and Flatlands,Brooklyn,-1,-1,0,0.273,0,342000,0,950,0.08,0,-1,-1,0.6083550914,-1,-1,-1,-1,0.3890339426,-1,-1,0.2708333333,0.3489583333,0.3697916667
11354,North Queens,Queens,570700,725100,0.168,0.18,517,275000,219300,2689,0.061,399,0.165,-1,-1,-1,-1,-1,-1,-1,0.2649514398,0.0557164764,0.1465326291,0.1414210257,0.1894700971
11355,North Queens,Queens,573900,653700,0.195,0.099,516,379000,305000,2487,0.057,471,0.078,0.1361302442,0.0484658735,0.2477144646,0.3109580463,0.1670632436,0.0892924233,0.2332537246,0.0360514045,0.1695667008,0.190606164,0.1741157739,0.1837825543
11356,North Queens,Queens,534500,560100,0.16,0.333,442,558000,480000,3393,0.045,424,0.111,0.1276240458,0.1071087786,0.3874045802,0.161259542,0.1395515267,0.0765744275,0.0800533689,0.0320213476,0.1387591728,0.2185901712,0.2899710918,0.2370469202
11357,North Queens,Queens,715200,716600,0.183,0.333,526,560000,564300,5259,0.044,436,0.054,0.0446056984,0.0175008003,0.2420232633,0.4654786042,0.1887738769,0.0415110447,0.0371940235,0.0443997033,0.2792200911,0.2124615874,0.2286743669,0.1915863092
11358,North Queens,Queens,678600,684400,0.088,0.262,463,788000,748900,4915,0.037,479,0.079,0.0018326206,0.0321319487,0.0204031765,0.4447159438,0.386927306,0.0901649359,0.0238240684,0.0431179438,0.0294258948,0.1982944992,0.296540956,0.25822724
11359,North Queens,Queens,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11360,North Queens,Queens,641600,831800,0.429,0.346,566,332000,328200,3899,0.059,422,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11361,Northeast Queens,Queens,657200,664500,0.139,0.324,515,635000,597900,4709,0.038,498,0.045,0.0372393247,0.025653757,0.3694141013,0.3849718636,0.1342270771,0.0483283681,0.050166113,0.0244186047,0.2950166113,0.2089700997,0.2323920266,0.1842192691
11362,Northeast Queens,Queens,768400,797900,0.224,0.274,505,368000,572300,5670,0.042,479,0.061,-1,-1,-1,-1,-1,-1,-1,0.0689213426,0.0494491417,0.2846528312,0.1865231873,0.2439149372
11363,Northeast Queens,Queens,853700,862400,0.449,0.454,518,785000,0,5999,0.037,481,-0.02,-1,0.034607438,0.0237603306,0.5242768595,0.2091942149,0.1787190083,0.0294421488,0.0642154324,0.08751942,0.196271362,0.1563956499,0.2703262558
11364,Northeast Queens,Queens,701500,712000,0.166,0.226,512,219000,259300,5124,0.047,344,0.043,-1,-1,-1,-1,-1,-1,-1,0.0607907486,0.0100015627,0.3455227379,0.2248788873,0.2037818409
11365,Central Queens,Queens,662200,681600,0.124,0.169,489,650000,551300,4742,0.042,424,0.093,-1,0.043956044,0.0016558784,0.1047719404,0.7114255607,0.0836971248,0.0544934518,0.102661597,0.0301257678,0.256069026,0.2658672126,0.2022521205
11366,Central Queens,Queens,690500,692400,0.162,0.188,476,769000,650000,5027,0.037,498,0.055,-1,0.0132956153,-1,0.1782178218,0.7504950495,0.0446958982,0.0118811881,0.0259776536,0.006424581,0.3480446927,0.2902234637,0.2715083799
11367,Central Queens,Queens,565300,584900,0.125,0.179,443,199900,263500,4182,0.053,287,0.077,-1,0.0108322802,-1,0.0584943131,0.7459830294,0.168803033,0.0151651923,-1,-1,-1,-1,-1
11368,West Queens,Queens,404100,514900,0.131,0.097,460,260000,230000,1151,0.058,409,0.087,0.1604301075,0.1717562724,0.4488888889,0.0368458781,0.1261648746,0.0551971326,0.0897292771,0.1278258443,0.0728439855,0.1152665364,0.233463578,0.3551493162
11369,West Queens,Queens,508700,508700,0.108,0.146,398,419000,325000,3781,0.045,315,0.104,0.0394549522,0.0687411023,0.5078299776,0.3050640635,0.0557250356,0.0229814928,0.0148585386,0.0242214533,0.150620802,0.2525951557,0.3637288826,0.193364543
11370,West Queens,Queens,517700,581600,0.21,0.184,434,389000,325000,2413,0.034,405,0.067,0.0231097714,0.0095453404,0.2891233358,0.3966340116,0.2614920874,0.0198442602,0.2093442952,0.0272709044,0.0814116703,0.2131542009,0.2197714057,0.2480449168
11372,West Queens,Queens,483800,647500,0.117,0.136,447,238000,226700,2520,0.063,298,0.153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11373,West Queens,Queens,437000,605100,0.229,0.156,458,265000,239000,2248,0.05,358,0.016,0.0717907659,0.081265012,0.346810782,0.2049639712,0.1832132373,0.1119562317,0.1706257982,0.0848020434,0.1090676884,0.151596424,0.1851851852,0.2841634738
11374,West Central Queens,Queens,587700,655000,0.208,0.198,489,279000,253600,3425,0.056,412,0.064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11375,West Central Queens,Queens,755000,817800,0.235,0.217,565,285000,282400,4985,0.058,377,0.057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11377,West Queens,Queens,566200,582400,0.192,0.123,474,249000,226800,3525,0.061,400,0.046,0.0642228739,0.0775659824,0.381085044,0.2887096774,0.1347507331,0.0529325513,0.0712312836,0.0600377962,0.1139700538,0.2120947812,0.26079372,0.2744584969
11378,West Queens,Queens,532200,534100,0.112,0.174,456,525000,480000,3475,0.034,381,0.102,0.0051583321,0.0332425849,0.1326837656,0.4688350767,0.2534747098,0.0842527583,0.0223527726,0.044269341,0.0326647564,0.1895415473,0.26747851,0.2603151862
11379,West Central Queens,Queens,565400,570400,0.096,0.162,469,598000,569700,4144,0.028,403,0.056,0.0348363043,0.0321565886,0.3581498311,0.3918210416,0.1605499243,0.0220202726,0.0654734411,0.0252886836,0.224595843,0.273556582,0.2234411085,0.1856812933
11385,West Central Queens,Queens,475200,484200,0.172,0.212,393,507000,440300,3621,0.038,373,0.07,0.0037677123,0.0196576296,0.3013350807,0.5690883774,0.0717503481,0.0277664018,0.00663445,0.0299386701,0.0751291156,0.1269367334,0.1225790833,0.2508069722
11411,Southeast Queens,Queens,375100,375100,0.348,0.172,297,399000,386000,3593,0.026,301,0.011,-1,-1,-1,0.2127415343,0.7503348001,0.0338626363,-1,0.0577769275,-1,0.5205662904,0.277597092,0.1207193419
11412,Jamaica,Queens,361000,361000,0.398,0.121,253,379900,379800,3132,0.032,243,0.004,0.0200215801,0.0125884187,0.661431483,0.2746673061,0.0208608081,0.0101906246,0.0295034781,0.0040777165,0.3201007436,0.3663948189,0.2031662269,0.0766370832
11413,Southeast Queens,Queens,373800,373800,0.338,0.137,295,369000,350000,3431,0.025,285,0.024,0.0419330372,0.012894138,0.4260483259,0.3918084299,0.0854913858,0.0418246831,0.0655097614,0.0091106291,0.325813449,0.2728850325,0.2219088937,0.1045553145
11414,Southwest Queens,Queens,533600,571200,0.479,0.281,338,227000,195100,3693,0.037,275,-0.001,0.0283448625,0.0118103594,0.1542095495,0.2443057196,0.5260671503,0.034587481,0.1181863644,0.0256709452,0.1640273379,0.1220203367,0.3500583431,0.2142023671
11415,Southwest Queens,Queens,508900,791800,0.233,0.225,429,199000,212800,3652,0.052,259,0.168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11416,Southwest Queens,Queens,384200,389500,0.079,0.167,325,435000,0,3024,0.031,263,0.114,0.0458477509,0.2024221453,0.6052479815,0.0694925029,0.0559400231,0.0190311419,0.0308535179,0.026816609,0.1862745098,0.1955017301,0.3160322953,0.243656286
11417,Southwest Queens,Queens,383200,387000,0.275,0.158,326,449000,335500,3196,0.033,292,0.023,0.0291370938,0.0345536048,0.6709002615,0.1449383638,0.0952558835,0.0237205827,0.0447161891,0.0144186895,0.3613798138,0.2069720752,0.2233984304,0.1480197116
11418,Southwest Queens,Queens,434200,435700,0.14,0.193,318,399000,280000,3375,0.044,348,0.109,0.0230706411,0.041445488,0.2895059208,0.5857492854,0.0387913434,0.0179665169,0.0034708044,0.0486952948,0.0478734333,0.1664269571,0.1982740908,0.3328539141
11419,Southwest Queens,Queens,382800,382800,0.156,0.298,310,425000,360000,3311,0.028,299,0.043,0.0288200885,0.1405335997,0.7655871023,0.038236553,0.0204023398,0.0059922956,0.0200678349,0.02133974,0.3600904466,0.2343131713,0.2327586207,0.1312888638
11420,Southwest Queens,Queens,380100,380400,0.276,0.241,323,409000,390000,3190,0.032,316,0.021,0.0283783784,0.0157657658,0.6956081081,0.1943693694,0.0476351351,0.0177927928,0.0921882035,0.0069788384,0.3892390815,0.2203962179,0.1842638451,0.1065961279
11421,Southwest Queens,Queens,385800,385500,0.11,0.162,303,399000,375100,3247,0.04,287,0.058,0.0021677505,0.0186760047,0.3104885776,0.6126396532,0.0325162581,0.0210105053,0.0025012506,0.0053156146,0.0172757475,0.3,0.2091362126,0.2953488372
11422,Southeast Queens,Queens,372700,373100,0.495,0.139,303,375000,360000,3509,0.023,278,0,0.0341334165,0.0120012469,0.2652743142,0.4323566085,0.2320760599,0.0236907731,0.0795241077,0.0161239825,0.3101127113,0.2327802129,0.2222917971,0.1380713838
11423,Jamaica,Queens,422900,422800,0.376,0.149,311,415000,450000,3659,0.028,294,0.022,0.0317331164,0.0539056143,0.6251017087,0.2245728234,0.0516680228,0.0120016273,0.00976205,0.0412853366,0.2194427496,0.2802521863,0.2792353061,0.168395363
11426,Southeast Queens,Queens,496300,496600,0.154,0.226,377,445000,471200,3999,0.035,353,0.044,0.0079217148,0.0039608574,0.4095992544,0.5484622554,0.0272600186,0.0027958993,0.0945157526,0.0032672112,0.3409568261,0.3722287048,0.1402567095,0.0473745624
11427,Southeast Queens,Queens,464600,464600,0.216,0.216,372,380000,407700,3937,0.036,368,-0.002,0.032540068,0.3649830015,0.5327829043,0.0621661,0.0070422535,0.008037019,0.0107160253,0.3200194837,0.3823672674,0.19386264,0.0823185582,-1
11428,Southeast Queens,Queens,406200,406200,0.301,0.194,322,459000,370000,3476,0.022,312,0.026,-1,0.0087251575,0.0181774115,0.8647600582,0.0918565196,0.0142995637,-1,0.0145454545,0.0053333333,0.4804848485,0.3035151515,0.1306666667
11429,Southeast Queens,Queens,371900,371900,0.235,0.161,276,409000,370000,3304,0.028,267,0.029,0.0182052225,0.0262964325,0.6250459728,0.2763883781,0.0450533284,0.0088267745,0.0408689249,0.0055228277,0.3501472754,0.3624815906,0.1794918999,0.0613033873
11432,Jamaica,Queens,600400,642000,0.232,0.175,402,410000,157500,4547,0.038,335,0.025,0.0019798713,0.0547764395,0.061046032,0.573337733,0.2326348787,0.0494967827,0.0267282627,0.0436766623,0.0501955671,0.1768252934,0.2377770535,0.2574967405
11433,Jamaica,Queens,332500,334100,0.274,0.128,284,359000,225000,2435,0.034,274,0.068,0.1231571377,0.0837828119,0.513843941,0.1580366775,0.0485436893,0.0720963682,0.1135837636,0.0121061065,0.3332739897,0.2433683461,0.2106106463,0.0859889621
11434,Jamaica,Queens,340500,340900,0.282,0.146,291,379000,287000,2850,0.039,278,0.032,0.0593289689,0.0187193126,0.5018412439,0.2742430442,0.0764116203,0.0690466448,0.1116803279,0.0033811475,0.325204918,0.2594262295,0.2232581967,0.0764344262
11435,Jamaica,Queens,384100,388600,0.234,0.182,314,199900,207800,2805,0.042,237,0.063,0.0025964392,0.0502596439,0.1027448071,0.6198071217,0.1513353116,0.0461795252,0.0270771513,0.0560730253,0.0301788376,0.2697466468,0.2319299553,0.240685544
11436,Jamaica,Queens,319700,319700,0.252,0.16,315,359000,265000,2606,0.044,312,0.046,0.0362731152,0.0365101944,0.6123755334,0.2114746325,0.0777619725,0.0253674727,0.220113852,0.0033206831,0.3688330171,0.1859582543,0.1646110057,0.0571631879
11691,Rockaways,Queens,371500,394500,0.35,0.186,285,329000,415000,2686,0.029,218,0.031,0.0063497512,0.2267032778,0.0461644071,0.2898575596,0.2067959499,0.1668096791,0.0573193753,0.090893588,0.0436562074,0.1357435198,0.1471691678,0.3136084584
11692,Rockaways,Queens,290200,283500,0.216,0.091,283,338000,0,1958,0.032,205,0.044,0.4098701299,0.0519480519,0.1849350649,0.1641558442,0.1381818182,0.0509090909,0.0705128205,0.0646367521,0.108974359,0.1629273504,0.4107905983,0.1794871795
11693,Rockaways,Queens,321200,320600,0.516,0.294,305,289900,337200,1353,0.029,277,-0.032,0.0128479657,0.2976445396,0.0856531049,0.51124197,0.050856531,0.0273019272,0.0144539615,0.3082706767,0.022556391,0.2486573577,0.1648764769,0.1262083781
11694,Rockaways,Queens,618200,670300,0.587,0.141,391,435000,530000,4721,0.032,362,-0.015,0.1341068538,0.0736643281,0.4484619536,0.223151646,0.0922827847,0.0259039396,0.0743243243,0.0864864865,0.1043243243,0.1451351351,0.2664864865,0.3183783784
11695,Rockaways,Queens,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11697,Rockaways,Queens,-1,-1,0,0.188,0,449000,180000,4904,0.084,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
